,num_comments,num_reactions,num_shares,page_id,post_id,created_time
0,42,516,144,1723496894570900,1723496894570900_1974952409425346,2017-10-09
1,26,819,93,1723496894570900,1723496894570900_1974785292775391,2017-10-09
2,2,55,5,1723496894570900,1723496894570900_1972827679637819,2017-10-05
3,1,24,5,1723496894570900,1723496894570900_1972799719640615,2017-10-05
4,6,337,21,1723496894570900,1723496894570900_1969957099924877,2017-09-30
5,2,27,5,1723496894570900,1723496894570900_1967242130196374,2017-09-25
6,6,176,4,1723496894570900,1723496894570900_1967209740199613,2017-09-25
7,2,55,7,1723496894570900,1723496894570900_1964956327091621,2017-09-21
8,1,22,1,1723496894570900,1723496894570900_1963701313883789,2017-09-19
9,3,46,3,1723496894570900,1723496894570900_1963222683931652,2017-09-18
10,2,43,5,1723496894570900,1723496894570900_1962034800717107,2017-09-16
11,0,28,3,1723496894570900,1723496894570900_1961514890769098,2017-09-15
12,2,26,5,1723496894570900,1723496894570900_1961482084105712,2017-09-15
13,2,20,1,1723496894570900,1723496894570900_1957512607835993,2017-09-08
14,2,30,3,1723496894570900,1723496894570900_1956104167976837,2017-09-07
15,5,59,11,1723496894570900,1723496894570900_1954957444758176,2017-09-05
16,40,318,88,1723496894570900,1723496894570900_1954422291478358,2017-09-04
17,8,189,19,1723496894570900,1723496894570900_1951044538482800,2017-08-29
18,146,410,237,1723496894570900,1723496894570900_1949264971994090,2017-08-26
19,18,135,28,1723496894570900,1723496894570900_1948860282034559,2017-08-25
20,33,231,118,1723496894570900,1723496894570900_1946218492298738,2017-08-21
21,1,33,2,1723496894570900,1723496894570900_1946094772311110,2017-08-21
22,1,11,4,1723496894570900,1723496894570900_1946018055652115,2017-08-21
23,3,42,8,1723496894570900,1723496894570900_1941449592775628,2017-08-14
24,10,124,22,1723496894570900,1723496894570900_1940926699494584,2017-08-13
25,1,14,5,1723496894570900,1723496894570900_1933774883543099,2017-08-03
26,76,844,145,1723496894570900,1723496894570900_1932144163706171,2017-07-31
